index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
8718,Kia,Optima,2017,150000,Diesel,1.7,Ireland,UK,1.0,13750
8719,BMW,3-Series,2020,146419,Petrol Plug-in Hybrid,2.0,United Kingdom,No,1.0,27950
8720,Peugeot,208,2017,143700,Diesel,1.6,Ireland,N. Ireland,1.0,10950
8721,Ford,Fiesta,2022,81231,Petrol,1.0,Ireland,No,1.0,19950
8722,Hyundai,i30,2018,67642,Diesel,1.6,Ireland,No,2.0,17750
8723,BMW,6-Series,2013,190525,Diesel,3.0,Ireland,UK,4.0,19950
8724,Toyota,Yaris,2021,110271,Hybrid,1.5,Ireland,No,1.0,17950
8725,Hyundai,KONA,2023,34304,Electric,1.6,Northern Ireland,No,1.0,24995
8726,Audi,Q3,2016,94046,Petrol,1.4,Ireland,Unknown,2.0,21750
8727,Audi,A8,2014,236021,Diesel,3.0,Ireland,No,3.0,16450
8728,Volkswagen,Golf,2006,169000,Petrol,1.6,Ireland,No,4.0,3495
8729,Toyota,Yaris,2021,41950,Hybrid,1.5,Ireland,No,1.0,22449
8730,Volkswagen,Golf,2014,101235,Petrol,1.2,Other,No,2.0,13995
8731,Opel,Insignia,2021,63000,Diesel,1.6,Ireland,No,2.0,21950
8732,Toyota,Prius,2018,86541,Petrol Hybrid,1.8,Other,No,0.0,19500
8733,Citroen,C4 Picasso,2013,189294,Diesel,1.6,Ireland,N. Ireland,2.0,3500
8734,Suzuki,Splash,2013,101662,Petrol,1.2,Ireland,Unknown country,2.0,7900
8735,Kia,Sportage,2022,27751,Diesel,1.6,Ireland,No,1.0,38950
8736,Volkswagen,Golf,2014,145819,Petrol,2.0,Ireland,UK,5.0,23000
8737,Lexus,Other,2017,127893,Hybrid,2.5,Ireland,No,1.0,24950
8738,Audi,A3,2016,157976,Diesel,1.6,Ireland,No,3.0,16950
8739,Nissan,Juke,2016,89190,Petrol,1.2,Ireland,No,1.0,12995
8740,Toyota,Prius,2015,114239,Petrol Hybrid,1.8,Ireland,Unknown country,1.0,17750
8741,Peugeot,Partner,2018,193080,Diesel,1.6,Ireland,No,1.0,14000
8742,BMW,5-Series,2021,43867,Diesel,2.0,Ireland,No,2.0,50950
8743,Mitsubishi,L200,2019,3400,Diesel,2.4,Ireland,No,1.0,26950
8744,Kia,Sportage,2024,10,Diesel,1.6,Ireland,No,2.0,43800
8745,Mercedes-Benz,CLA-Class,2015,64038,Petrol,1.6,Ireland,Unknown,1.0,20950
8746,Opel,Astra,2015,161431,Diesel,1.6,Ireland,No,2.0,7945
8747,Hyundai,Tucson,2020,100000,Diesel,1.6,Ireland,No,1.0,25000
8748,SEAT,Toledo,2017,84202,Petrol,1.2,Ireland,No,2.0,13400
8749,Honda,VEZEL,2018,65000,Petrol Hybrid,1.5,Ireland,No,1.0,22950
8750,Mazda,CX-5,2021,41834,Petrol,2.0,Ireland,No,1.0,37995
8751,BMW,3-Series,2020,55000,Petrol Plug-in Hybrid,2.0,Ireland,N. Ireland,1.0,33500
8752,Ford,S-MAX,2020,91000,Diesel,2.0,Ireland,UK,1.0,37995
8753,Volkswagen,Taigo,2023,5999,Petrol,1.0,Ireland,No,1.0,25950
8754,Kia,Sportage,2015,152855,Diesel,1.7,Ireland,No,4.0,13950
8755,BMW,5-Series,2010,205223,Diesel,2.0,Ireland,N. Ireland,4.0,5950
8756,Opel,Zafira,2014,105809,Diesel,2.0,Ireland,UK,1.0,10995
8757,Volkswagen,Golf,2020,19000,Electric,1.6,Ireland,UK,1.0,19950
8758,Audi,A3,2019,159828,Diesel,1.6,Ireland,No,3.0,23950
8759,Ford,Fiesta,2021,96828,Petrol,1.0,Ireland,UK,1.0,16950
8761,Audi,A7,2020,116000,Diesel,2.0,Ireland,UK,1.0,47950
8762,SEAT,Leon,2018,182175,Diesel,1.6,Ireland,No,1.0,13950
8763,Honda,Fit,2018,104585,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,13790
8764,Mercedes-Benz,E-Class,2019,99892,Diesel,2.0,Northern Ireland,No,2.0,26325
8765,Mercedes-Benz,V-Class,2017,123716,Diesel,2.1,Ireland,No,2.0,67500
8766,Skoda,Octavia,2010,289620,Diesel,1.6,Ireland,No,2.0,3200
8767,Nissan,Qashqai+2,2011,134652,Petrol,1.6,Ireland,No,3.0,6950
8768,Skoda,Fabia,2008,289620,Petrol,1.2,Ireland,No,4.0,2750
8769,Kia,Sportage,2019,76178,Diesel,1.6,Ireland,UK,1.0,27400
8770,Toyota,Camry,2018,99015,Hybrid,2.5,Ireland,Unknown country,1.0,24950
8771,Volkswagen,Golf,2012,176990,Diesel,1.6,Ireland,UK,3.0,6500
8772,Mazda,MX-30,2023,4589,Electric,1.6,Ireland,No,1.0,28995
8773,Renault,Austral,2023,11682,Petrol,1.2,Ireland,No,1.0,47900
8774,Mercedes-Benz,C-Class,2016,97978,Diesel,1.6,Ireland,No,2.0,18950
8775,Peugeot,508,2012,471437,Diesel,2.0,Ireland,No,3.0,1200
8776,Mercedes-Benz,GLE-Class,2021,25821,Hybrid,2.0,United Kingdom,No,1.0,71990
8778,BMW,5-Series,2019,134279,Diesel,2.0,Ireland,No,1.0,31995
8780,Dacia,Duster,2014,107000,Diesel,1.5,Ireland,No,3.0,9250
8781,Fiat,Panda,2006,134000,Petrol,1.1,Ireland,No,5.0,2200
8782,Audi,Q7,2017,90585,Diesel,3.0,Ireland,No,2.0,47950
8783,Renault,Clio,2015,134322,Petrol,1.1,Ireland,No,4.0,9995
8784,SEAT,Ateca,2017,107000,Diesel,1.6,Ireland,No,3.0,18500
8785,Land Rover,Range Rover Evoque,2017,84500,Diesel,2.0,Ireland,No,2.0,29995
8786,Mercedes-Benz,E-Class,2011,297665,Diesel,3.0,Ireland,UK,3.0,10100
8787,Renault,Arkana,2022,39525,Petrol,1.3,Ireland,No,1.0,29995
8788,Nissan,Qashqai,2010,285565,Diesel,1.5,Ireland,No,4.0,2950
8789,Skoda,Superb,2020,228,Diesel,2.0,Ireland,No,1.0,21950
8790,Volkswagen,Tiguan,2021,55349,Diesel,2.0,Ireland,No,2.0,37950
8791,Audi,Q3,2017,158448,Diesel,2.0,Ireland,No,2.0,21950
8792,BMW,5-Series,2019,88345,Diesel,2.0,Ireland,No,2.0,35900
8793,Nissan,Micra,2017,80932,Petrol,1.2,Ireland,No,1.0,11950
8794,Volkswagen,Polo,2011,238454,Diesel,1.2,Ireland,No,3.0,5450
8795,Jaguar,XF,2017,155268,Diesel,2.0,Ireland,No,2.0,16500
8796,Hyundai,ix20,2020,49050,Petrol,1.6,Ireland,No,1.0,19950
8797,Volkswagen,Golf,2004,81555,Petrol,1.4,Ireland,No,4.0,3000
8798,Hyundai,ix35,2015,254222,Diesel,1.7,Ireland,No,3.0,9250
8800,Volkswagen,Polo,2012,132099,Petrol,1.2,Ireland,Unknown,2.0,8995
8801,Opel,Mokka,2024,0,Electric,1.6,Ireland,No,2.0,41785
8802,Nissan,March,2013,75245,Petrol,1.2,Ireland,Unknown country,2.0,5250
8803,Peugeot,3008,2021,13197,Diesel,1.5,Ireland,No,2.0,41995
8804,Volkswagen,Touareg,2016,173531,Diesel,3.0,Ireland,UK,2.0,28450
8805,Toyota,Avensis,2008,275,Diesel,2.0,Ireland,UK,4.0,2995
8806,BMW,X5,2021,72405,Petrol Hybrid,3.0,United Kingdom,No,1.0,61950
8807,BMW,3-Series,2010,217215,Diesel,2.0,United Kingdom,No,2.0,3750
8808,Volkswagen,Tiguan,2023,25000,Diesel,2.0,Ireland,No,1.0,54995
8809,Dacia,Sandero,2019,75369,Petrol,1.0,Ireland,No,2.0,10990
8810,Volkswagen,Arteon,2022,11183,Diesel,2.0,Ireland,No,1.0,49995
8812,Ford,Focus,2010,207561,Diesel,1.6,Ireland,UK,4.0,3600
8813,Vauxhall,Astra,2015,167448,Diesel,1.6,Ireland,UK,2.0,7750
8814,BMW,i8,2015,86997,Petrol Plug-in Hybrid,1.5,Ireland,Unknown country,1.0,46950
8815,Ford,B-MAX,2015,159257,Diesel,1.5,Ireland,N. Ireland,1.0,8995
8816,Nissan,Qashqai,2010,287000,Diesel,1.5,Ireland,No,3.0,2095
8817,BMW,3-Series,2023,6437,Petrol Plug-in Hybrid,2.0,Ireland,No,2.0,55950
8818,Toyota,Yaris,2014,115222,Petrol,1.0,Ireland,No,2.0,9950
8819,Kia,Sportage,2023,11043,Diesel Hybrid,1.6,Ireland,No,3.0,46900
8820,Audi,A4,2014,307000,Diesel,2.0,Ireland,No,3.0,6600
8821,Mitsubishi,Outlander,2017,186232,Hybrid,2.0,Ireland,No,1.0,19950
8822,Audi,A6,2009,344051,Diesel,2.0,Ireland,No,2.0,5449
8823,Volkswagen,ID.4,2024,20,Electric,1.6,Ireland,No,2.0,41465
8824,Mercedes-Benz,A-Class,2015,67573,Petrol,1.6,Ireland,No,2.0,18950
8825,Skoda,ENYAQ,2024,0,Electric,1.6,Ireland,No,2.0,46500
8826,Volkswagen,Polo,2015,38616,Petrol,1.2,Ireland,No,1.0,12900
8827,Toyota,Landcruiser,2006,308895,Diesel,3.0,Ireland,No,5.0,8950
8829,Ford,Focus,2014,167795,Diesel,1.6,Ireland,No,2.0,10950
8830,Hyundai,KONA,2022,29894,Petrol,1.0,Ireland,No,1.0,23950
8831,Opel,Insignia,2018,88000,Diesel,1.6,Ireland,No,3.0,16500
8832,BMW,X1,2017,139000,Diesel,2.0,Ireland,No,2.0,18995
8833,Alfa Romeo,Mito,2010,115000,Petrol,1.4,United Kingdom,No,2.0,1700
8834,Fiat,Punto,2007,168000,Petrol,1.2,Ireland,No,6.0,3450
8836,Honda,Civic,2018,91000,Petrol,1.0,Ireland,No,2.0,19975
8837,Kia,Optima,2017,190000,Diesel,1.7,Ireland,No,2.0,14499
8839,Jaguar,XE,2019,144522,Diesel,2.0,Ireland,UK,2.0,22750
8840,Peugeot,208,2015,80000,Diesel,1.6,Ireland,No,3.0,9500
8841,Citroen,C4,2023,2,Petrol,1.2,Ireland,No,1.0,26950
8842,Audi,A4,2002,294447,Diesel,1.9,Ireland,UK,5.0,0
8843,Citroen,C3 Aircross,2021,36091,Petrol,1.2,Ireland,No,1.0,18950
8844,Volkswagen,T-Roc,2018,57000,Petrol,1.5,Ireland,No,2.0,23495
8845,Ford,Galaxy,2017,94931,Diesel,2.0,Ireland,UK,1.0,24950
8846,Audi,A3,2011,236523,Diesel,1.6,Ireland,N. Ireland,5.0,4000
8847,Toyota,Corolla,2016,128000,Petrol,1.5,Ireland,Unknown country,2.0,11999
8848,Volkswagen,Golf,2019,110000,Diesel,1.6,Ireland,No,1.0,22950
8849,Peugeot,3008,2020,150000,Diesel,1.5,Ireland,No,1.0,21750
8850,Ford,Focus,2014,175381,Diesel,1.6,Ireland,No,2.0,8850
8851,Renault,Fluence,2011,284030,Diesel,1.5,Ireland,No,5.0,1750
8852,Volkswagen,Polo,2015,28962,Petrol,1.2,Other,No,1.0,12900
8853,Mercedes-Benz,A-Class,2015,16090,Petrol,1.6,Ireland,No,1.0,17900
8854,BMW,2-Series,2015,89082,Diesel,2.0,Ireland,No,3.0,17950
8855,Skoda,Fabia,2009,199868,Petrol,1.2,Ireland,UK,1.0,4950
8856,Mitsubishi,Mirage,2017,117436,Petrol,1.2,Ireland,Unknown,1.0,10999
8857,Volkswagen,Golf,2019,93300,Petrol,1.0,Ireland,No,2.0,19500
8858,Mazda,CX-5,2016,124000,Diesel,2.2,Ireland,No,2.0,16950
8860,Jaguar,XF,2015,192868,Diesel,2.2,Ireland,UK,2.0,18945
8861,Volkswagen,Golf,2015,60000,Electric,1.6,Ireland,No,2.0,9250
8862,Honda,Shuttle,2020,38211,Hybrid,1.5,Ireland,No,2.0,19950
8863,Audi,A4,2016,117926,Diesel,3.0,Ireland,No,2.0,23450
8864,Porsche,Cayenne,2018,46000,Petrol,3.0,Ireland,No,1.0,64750
8865,Skoda,Octavia,2014,257,Diesel,2.0,Ireland,UK,4.0,11250
8866,Hyundai,i20,2024,16,Petrol,1.2,Ireland,No,2.0,23950
8867,Volkswagen,Passat,2008,290000,Diesel,1.9,Ireland,Unknown country,5.0,777
8868,Peugeot,Traveller,2019,71036,Diesel,1.5,Ireland,No,1.0,39995
8869,Skoda,Octavia,2018,114239,Diesel,2.0,Ireland,No,1.0,0
8870,Ford,Fiesta,2014,133547,Petrol,1.0,Ireland,Unknown,2.0,10995
8871,Mercedes-Benz,E-Class,2017,150000,Diesel,2.0,Ireland,No,1.0,23950
8873,Audi,A6,2016,325018,Diesel,2.0,Ireland,UK,1.0,17950
8874,Jaguar,XF,2018,77039,Diesel,2.0,Other,No,1.0,28995
8875,Audi,A6,2016,254000,Diesel,2.0,Ireland,UK,2.0,17950
8876,Hyundai,Santa Fe,2008,239961,Diesel,2.2,Ireland,No,0.0,4995
8877,Honda,Shuttle,2020,54897,Hybrid,1.5,Ireland,Unknown country,2.0,19950
8878,Mercedes-Benz,C-Class,2016,148060,Diesel,2.1,Ireland,No,1.0,18950
8879,Nissan,Qashqai,2018,60400,Petrol,1.2,Ireland,No,2.0,20995
8880,DS Automobiles,DS 4,2016,111028,Diesel,1.6,Ireland,UK,1.0,12900
8881,BMW,i8,2018,28962,Petrol Plug-in Hybrid,1.5,Ireland,UK,2.0,62950
8882,Ford,Focus,2014,291229,Diesel,1.6,Ireland,UK,1.0,6975
8883,Mercedes-Benz,A-Class,2024,30,Diesel,1.3,Ireland,No,2.0,57845
8884,Volkswagen,Golf,2014,64000,Petrol,1.4,Ireland,Unknown,0.0,15450
8885,Ford,EcoSport,2023,7471,Petrol,1.0,Northern Ireland,No,1.0,27950
8886,Opel,Astra,2016,59533,Petrol,1.4,Ireland,No,2.0,9500
8887,Mazda,CX-5,2017,96173,Diesel,2.2,Ireland,No,2.0,18950
8888,Peugeot,208,2016,61000,Petrol,1.2,Other,No,1.0,7995
8889,Ford,Mondeo,2015,299274,Diesel,2.0,Ireland,UK,2.0,8950
8890,Volkswagen,Golf,2015,144700,Diesel,1.6,Ireland,No,2.0,6500
8891,Nissan,Micra,2014,59000,Petrol,1.2,Ireland,No,3.0,7900
8892,Mercedes-Benz,SL-Class,2024,50,Petrol Hybrid,2.0,Ireland,No,2.0,247484
8893,Toyota,Corolla,2013,83800,Diesel,1.4,Ireland,No,2.0,9950
8894,Audi,A3,2015,91713,Petrol,1.4,Ireland,Unknown country,1.0,14950
8895,BMW,5-Series,2017,104585,Diesel,3.0,Ireland,UK,1.0,36950
8897,Land Rover,Defender,2022,7643,Petrol Hybrid,2.0,Ireland,No,2.0,114950
8899,Volkswagen,Golf,2014,46000,Petrol,1.4,Ireland,Unknown country,1.0,14900
8900,Alfa Romeo,33,1991,32341,Petrol,1.5,UK,No,1.0,11995
8902,Volkswagen,Arteon,2024,10,Petrol Plug-in Hybrid,1.4,Ireland,No,2.0,72219
8903,Peugeot,Partner,2018,39263,Diesel,1.6,Ireland,Unknown,0.0,29500
8904,Ford,Focus,2024,0,Petrol,2.3,Ireland,No,2.0,65950
8905,Ford,Focus,2012,94062,Diesel,1.6,Ireland,No,1.0,8000
8906,Audi,A1,2013,79818,Petrol,1.4,Ireland,No,2.0,12950
8907,Toyota,Prius,2018,85000,Petrol Hybrid,1.8,Ireland,No,2.0,18900
8908,Volkswagen,Passat,2009,265000,Diesel,2.0,Ireland,N. Ireland,2.0,2800
8909,Skoda,Octavia,2016,140538,Diesel,1.6,United Kingdom,No,3.0,7985
8910,Hyundai,i30,2014,197907,Diesel,1.6,Ireland,UK,1.0,6950
8911,Audi,A6,2020,175381,Diesel,2.0,United Kingdom,No,1.0,42700
8912,Volkswagen,Polo,2016,108976,Petrol,1.8,Ireland,No,2.0,17950
8913,Citroen,Berlingo,2019,157682,Diesel,1.6,Ireland,No,2.0,13500
8914,Honda,CR-Z,2011,166,Petrol,1.5,Ireland,Unknown country,3.0,6950
8915,Peugeot,3008,2014,152855,Diesel,1.6,Ireland,N. Ireland,1.0,9750
8916,Hyundai,KONA,2020,63073,Petrol,1.0,Ireland,UK,2.0,24495
8917,Volkswagen,Polo,2015,57136,Petrol,1.2,Ireland,No,1.0,14450
8918,Volkswagen,Tiguan,2021,81697,Diesel,2.0,Ireland,No,1.0,38950
8919,Volvo,V60,2016,97000,Diesel,2.0,Ireland,No,1.0,17950
8920,Ford,Fiesta,2012,94931,Petrol,1.2,Ireland,UK,1.0,6950
8921,Renault,Megane,2012,256000,Diesel,1.5,Ireland,UK,4.0,3800
8922,Nissan,Qashqai,2017,142398,Diesel,1.5,Ireland,No,2.0,18950
8923,Toyota,RAV4,2016,134560,Diesel,2.0,Ireland,No,3.0,18000
8924,Ford,Focus,2019,51720,Petrol,1.0,Ireland,No,1.0,17950
8925,Ford,S-MAX,2014,185035,Diesel,1.6,Ireland,N. Ireland,2.0,9995
8926,Audi,A3,2010,295000,Diesel,1.6,Ireland,No,8.0,4850
8927,Volkswagen,T-Roc,2019,46860,Petrol,1.0,Ireland,No,1.0,24450
8928,Toyota,Aygo,2009,99772,Petrol,1.0,Ireland,No,4.0,3850
8929,Peugeot,308,2017,166000,Diesel,1.6,Ireland,UK,2.0,11500
8930,BMW,3-Series,2018,140123,Petrol Plug-in Hybrid,2.0,Other,No,1.0,23995
8931,Toyota,Vitz,2018,77000,Petrol,1.0,Ireland,Unknown country,1.0,12500
8932,Volkswagen,Polo,2018,27999,Petrol,1.0,Ireland,No,2.0,18950
8933,Mercedes-Benz,CLA-Class,2016,59500,Petrol,2.0,Ireland,UK,3.0,44995
8935,Audi,A4,2018,50355,Petrol,1.4,Ireland,No,3.0,23950
8936,Volkswagen,Passat,2012,310400,Diesel,2.0,Ireland,UK,1.0,6950
8937,Audi,A3,2016,56000,Petrol,1.4,Ireland,Unknown,1.0,18495
8938,Opel,Astra,2016,175000,Diesel,1.6,Ireland,No,3.0,9500
8939,Toyota,Avensis,2016,288000,Diesel,2.0,Ireland,No,3.0,8900
8940,BMW,X3,2018,81835,Diesel,2.0,Ireland,No,1.0,38900
8942,Hyundai,KONA,2022,18582,Electric,1.6,Ireland,No,2.0,33450
8943,Audi,A3,2023,2206,Petrol,1.0,Ireland,No,1.0,35499
8944,Ford,EcoSport,2016,87000,Diesel,1.5,Ireland,No,2.0,13950
8945,Renault,Clio,2016,25744,Petrol,1.2,Ireland,Unknown country,1.0,11900
8946,Volkswagen,Beetle,2016,112459,Petrol,1.4,Ireland,No,1.0,19950
8947,Audi,A3,2015,105399,Petrol,1.4,Ireland,Unknown country,1.0,18950
8948,Toyota,Corolla,2011,144220,Diesel,1.4,Ireland,No,4.0,5950
8949,Kia,Sportage,2021,60658,Diesel Hybrid,1.6,Ireland,No,1.0,31900
8950,Toyota,Yaris,2010,170554,Petrol,1.3,Ireland,UK,2.0,3850
8951,Toyota,Corolla,2015,157440,Diesel,1.4,Ireland,No,3.0,10199
8952,Audi,A1,2014,329845,Diesel,1.6,Ireland,UK,4.0,8000
8953,BMW,3-Series,2020,52502,Diesel,2.0,Ireland,No,2.0,39950
8954,Mitsubishi,Mirage,2021,52292,Petrol,1.2,Ireland,No,2.0,13950
8955,BMW,5-Series,2004,204539,Petrol,4.4,United Kingdom,No,4.0,5000
8956,Toyota,Prius,2018,156500,Petrol Hybrid,1.8,Ireland,Unknown country,1.0,17950
8957,Nissan,Juke,2020,42260,Petrol,1.0,Ireland,No,2.0,22500
8958,Toyota,Yaris,2010,177000,Petrol,1.0,Ireland,No,3.0,4250
8960,Vauxhall,Corsa,2015,143201,Petrol,1.2,Ireland,UK,3.0,5999
8961,Audi,A3,2012,107500,Petrol,1.4,Ireland,Unknown country,1.0,10495
8962,Volkswagen,Golf,2014,122284,Petrol,1.4,Ireland,Unknown,1.0,15750
8963,Kia,Ceed,2010,243000,Diesel,1.6,Ireland,No,3.0,3400
8964,Ford,Mondeo,2013,279000,Diesel,1.6,Ireland,No,4.0,4250
8965,Mitsubishi,Lancer,2008,271000,Petrol,1.5,Ireland,No,6.0,2000
8966,Volvo,V40,2016,248000,Diesel,2.0,Ireland,UK,1.0,10000
8967,Honda,Civic,2003,111298,Petrol,1.6,Ireland,UK,3.0,2750
8968,Audi,A4,2016,247000,Diesel,2.0,Ireland,UK,1.0,14995
8969,Toyota,Vitz,2018,93393,Petrol,1.0,Ireland,Unknown,0.0,13250
8970,Nissan,Juke,2011,149637,Diesel,1.5,Ireland,No,4.0,4150
8971,Ford,Focus,2011,304584,Diesel,1.6,Ireland,UK,4.0,2200
8972,Hyundai,i20,2024,0,Petrol,1.0,Ireland,Unknown,0.0,28020
8973,Nissan,X-Trail,2023,11000,Petrol,1.5,Ireland,No,1.0,47995
8974,Volvo,XC60,2023,9000,Petrol Plug-in Hybrid,2.0,Ireland,No,1.0,67995
8975,Audi,A1,2023,15,Petrol,1.0,Other,No,2.0,36830
8976,Hyundai,ix35,2013,168095,Diesel,1.7,Ireland,No,2.0,8600
8977,Volkswagen,Golf,2017,117813,Diesel,2.0,Ireland,N. Ireland,2.0,25450
8978,Volkswagen,ID.3,2024,15,Electric,1.6,Ireland,No,2.0,40500
8979,Mercedes-Benz,CLS-Class,2008,327,Diesel,3.0,Ireland,No,11.0,4950
8980,Toyota,Prius,2014,213997,Petrol Hybrid,1.8,Ireland,Unknown country,1.0,10495
8981,Volkswagen,Polo,2011,60759,Petrol,1.2,Ireland,Unknown country,2.0,9650
8982,Citroen,C3,2008,135000,Petrol,1.1,Ireland,No,4.0,2450
8983,Nissan,Navara,2019,139983,Diesel,2.3,Ireland,No,1.0,26950
8984,BMW,4-Series,2015,233305,Diesel,2.0,Ireland,No,3.0,14999
8985,Mini,Countryman,2020,99758,Petrol Plug-in Hybrid,1.5,Northern Ireland,No,1.0,28950
8986,Nissan,Qashqai,2012,209508,Diesel,1.5,Ireland,No,2.0,4450
8987,Volkswagen,Polo,2020,26169,Petrol,1.0,Ireland,No,1.0,19900
8988,Volkswagen,Polo,2008,262000,Petrol,1.2,Ireland,No,1.0,2500
8989,Skoda,Superb,2019,305710,Diesel,2.0,Ireland,No,2.0,13500
8990,Volkswagen,T-Roc,2019,105406,Diesel,1.6,Ireland,No,2.0,20950
8991,BMW,8-Series,2019,49879,Diesel,3.0,Ireland,No,2.0,69950
8992,Toyota,Yaris,2011,285682,Petrol,1.0,Ireland,No,1.0,5995
8993,BMW,5-Series,2017,157682,Petrol Plug-in Hybrid,2.0,Ireland,UK,2.0,25900
8994,Suzuki,Swift,2014,100000,Petrol,1.2,Ireland,Unknown country,1.0,9500
8995,Peugeot,308,2009,80691,Petrol,1.4,Ireland,N. Ireland,1.0,2790
8996,Dacia,Duster,2022,16486,Diesel,1.5,Ireland,No,1.0,26950
8997,Nissan,Note,2016,177000,Petrol,1.2,Ireland,No,1.0,9499
8998,Fiat,500,2011,134000,Petrol,1.2,Ireland,UK,1.0,5950
8999,Volvo,S90,2018,153090,Diesel,2.0,Ireland,UK,1.0,25950
9000,Volkswagen,Arteon,2024,100,Diesel,2.0,Ireland,No,2.0,52950
9001,Volkswagen,Passat,2019,136806,Diesel,2.0,Ireland,No,1.0,18350
9002,Skoda,Octavia,2012,180000,Diesel,1.6,Ireland,No,3.0,250
9003,Toyota,Corolla,2023,6000,Hybrid,1.8,Ireland,No,2.0,34949
9004,Toyota,Prius,2023,15652,Hybrid,2.0,Ireland,No,2.0,43995
9005,Volvo,Other,2023,10,Electric,1.6,Other,No,2.0,47250
9006,Volkswagen,Golf,2021,55435,Petrol,1.5,Ireland,No,1.0,27995
9009,Mercedes-Benz,C-Class,2017,52100,Diesel,1.6,Ireland,No,1.0,23200
9010,Volkswagen,Golf,2012,74880,Petrol,1.2,Ireland,Unknown country,1.0,1
9012,Vauxhall,Astra,2011,303296,Petrol,1.4,Ireland,UK,6.0,1800
9013,Audi,Q5,2020,90830,Diesel,2.0,Ireland,No,2.0,1
9014,Audi,A4,2011,321800,Diesel,2.0,Ireland,No,4.0,5350
9015,Audi,Q8,2024,1609,Hybrid,3.0,Ireland,No,2.0,109990
9016,Nissan,Qashqai,2017,186642,Diesel,1.5,Ireland,No,2.0,13500
9017,Volkswagen,Taigo,2023,8773,Petrol,1.0,Ireland,No,1.0,27950
9020,SEAT,Ateca,2017,153739,Diesel,2.0,Ireland,No,2.0,22950
9021,Citroen,C5 Aircross,2023,19037,Petrol,1.2,Ireland,No,1.0,37995
9022,Nissan,Qashqai,2023,9500,Petrol Hybrid,1.5,Ireland,No,1.0,39495
9023,Renault,Captur,2016,125567,Diesel,1.5,Ireland,No,3.0,11995
9024,Renault,Arkana,2024,50,Petrol Hybrid,1.6,Ireland,No,2.0,36445
9025,Peugeot,207,2010,300000,Diesel,1.4,Ireland,No,5.0,2750
9026,Volkswagen,Taigo,2023,15000,Petrol,1.0,Ireland,No,1.0,35895
9027,Volkswagen,Passat,2017,178000,Diesel,1.6,Ireland,No,1.0,15999
9028,Hyundai,Tucson,2017,150000,Diesel,1.7,Ireland,No,2.0,19500
9029,Mitsubishi,Outlander,2015,97000,Diesel,2.3,Ireland,UK,1.0,20950
9030,Renault,Megane E-Tech,2023,7000,Electric,1.6,Ireland,No,1.0,30900
9031,Suzuki,Swift,2018,59000,Petrol,1.0,Ireland,No,2.0,12950
9032,Hyundai,i20,2014,134805,Petrol,1.2,Northern Ireland,No,1.0,7949
9033,Peugeot,2008,2014,56315,Petrol,1.2,Ireland,Unknown country,1.0,11900
9034,Nissan,Qashqai,2015,254127,Diesel,1.5,Ireland,No,1.0,11995
9035,BMW,6-Series,2005,120000,Petrol,3.0,Ireland,No,8.0,9950
9036,Opel,Corsa,2015,67973,Petrol,1.4,Ireland,No,2.0,9950
9037,Toyota,Sienta,2019,86688,Hybrid,1.5,Ireland,No,2.0,19950
9038,Kia,Sorento,2015,12345,Diesel,2.2,Ireland,N. Ireland,1.0,12345
9040,Hyundai,Tucson,2019,134000,Diesel,1.6,Ireland,No,1.0,23950
9041,Volkswagen,Golf,2010,189061,Diesel,1.6,Ireland,UK,3.0,5495
9042,Citroen,C5 Aircross,2024,0,Diesel,1.5,Ireland,No,2.0,49830
9043,Hyundai,i40,2014,180000,Diesel,1.7,Ireland,No,3.0,8995
9044,Renault,Captur,2016,202867,Diesel,1.5,Ireland,No,2.0,11900
9045,Hyundai,ix20,2015,80592,Petrol,1.6,Ireland,UK,2.0,8450
9046,Renault,Clio,2018,82983,Petrol,1.1,Ireland,No,2.0,13500
9047,Hyundai,Santa Fe,2006,130251,Diesel,2.2,Ireland,No,3.0,3250
9048,Nissan,Micra,2019,35000,Petrol,1.0,Ireland,No,5.0,14975
9049,Toyota,Prius,2019,77045,Hybrid,1.8,Ireland,No,2.0,20950
9050,BMW,5-Series,2015,146419,Diesel,2.0,Ireland,No,2.0,16950
9051,Ford,Mondeo,2021,47750,Hybrid,2.0,Ireland,No,0.0,31995
9052,Audi,Q7,2020,127024,Hybrid,3.0,United Kingdom,No,1.0,59990
9053,Honda,Insight,2011,84000,Petrol Hybrid,1.4,Ireland,No,1.0,8450
9054,Volkswagen,ID.3,2024,13,Electric,1.6,Ireland,No,2.0,31100
9055,Hyundai,i40,2013,170554,Diesel,1.7,Ireland,UK,1.0,6800
9056,Skoda,Karoq,2021,85734,Diesel,2.0,Ireland,No,1.0,27750
9057,Volkswagen,Polo,2022,9923,Petrol,2.0,Ireland,Unknown country,1.0,32950
9058,Audi,A3,2009,246813,Petrol,1.6,Ireland,UK,3.0,2800
9059,Audi,A3,2021,38651,Petrol,1.0,Ireland,No,2.0,32950
9060,Mazda,2,2016,125896,Petrol,1.5,Northern Ireland,No,2.0,11495
9061,Hyundai,Tucson,2019,94860,Diesel,1.6,Ireland,No,2.0,26950
9062,Nissan,Leaf,2017,94999,Electric,1.6,Ireland,No,3.0,10000
